name,value,date
建党百年文艺演出,3098359,2021-07-02 08:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 08:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 08:00
何其幸运我们共睹这一天,1245645,2021-07-02 08:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 08:00
南陈北李破防了,1074043,2021-07-02 08:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 08:00
鸟巢重现香港澳门回归时刻,984466,2021-07-02 08:00
鸟巢万人高唱没有共产党就没有新中国,931112,2021-07-02 08:00
100秒看建党百年庆祝大会难忘瞬间,895695,2021-07-02 08:00
长沙灯光秀又上央视了,886676,2021-07-02 08:00
庆祝大会为何用这首歌开场,780426,2021-07-02 08:00
强军战歌太燃了,753342,2021-07-02 08:00
总书记建党百年庆祝大会讲话全文,718970,2021-07-02 08:00
鸟巢里首次架起180米超大屏幕,634320,2021-07-02 08:00
我们正向第二个百年奋斗目标迈进,591758,2021-07-02 08:00
钟南山观看庆祝大会后深有感触,576868,2021-07-02 08:00
鸟巢演出再现山海情脱贫故事,501342,2021-07-02 08:00
英雄大喊向我开炮那一幕,491939,2021-07-02 08:00
他看见了,10961539,2021-07-02 09:00
建党百年文艺演出,3098359,2021-07-02 09:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 09:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 09:00
是谁发起了五四运动,1740592,2021-07-02 09:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 09:00
何其幸运我们共睹这一天,1245645,2021-07-02 09:00
以党员身份参加大会的北大学生,1218110,2021-07-02 09:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 09:00
南陈北李破防了,1074043,2021-07-02 09:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 09:00
鸟巢重现香港澳门回归时刻,984466,2021-07-02 09:00
100秒看建党百年庆祝大会难忘瞬间,951014,2021-07-02 09:00
鸟巢万人高唱没有共产党就没有新中国,931112,2021-07-02 09:00
长沙灯光秀又上央视了,886676,2021-07-02 09:00
5毫米铅笔芯上裸眼微雕天安门,876599,2021-07-02 09:00
庆祝大会为何用这首歌开场,780426,2021-07-02 09:00
强军战歌太燃了,753342,2021-07-02 09:00
总书记建党百年庆祝大会讲话全文,718970,2021-07-02 09:00
新疆万亩薰衣草田铺2000平米党旗,699993,2021-07-02 09:00
他看见了,10961539,2021-07-02 10:00
建党百年文艺演出,3098359,2021-07-02 10:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 10:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 10:00
以党员身份参加大会的北大学生,1834438,2021-07-02 10:00
是谁发起了五四运动,1740592,2021-07-02 10:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 10:00
何其幸运我们共睹这一天,1245645,2021-07-02 10:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 10:00
南陈北李破防了,1074043,2021-07-02 10:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 10:00
100秒看建党百年庆祝大会难忘瞬间,990111,2021-07-02 10:00
5毫米铅笔芯上裸眼微雕天安门,985109,2021-07-02 10:00
鸟巢重现香港澳门回归时刻,984466,2021-07-02 10:00
鸟巢万人高唱没有共产党就没有新中国,931112,2021-07-02 10:00
长沙灯光秀又上央视了,886676,2021-07-02 10:00
庆祝大会为何用这首歌开场,780426,2021-07-02 10:00
强军战歌太燃了,753342,2021-07-02 10:00
新疆万亩薰衣草田铺2000平米党旗,726758,2021-07-02 10:00
总书记建党百年庆祝大会讲话全文,718970,2021-07-02 10:00
他看见了,10961539,2021-07-02 11:00
建党百年文艺演出,3098359,2021-07-02 11:00
以党员身份参加大会的北大学生,2526575,2021-07-02 11:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 11:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 11:00
是谁发起了五四运动,1740592,2021-07-02 11:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 11:00
何其幸运我们共睹这一天,1245645,2021-07-02 11:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 11:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 11:00
南陈北李破防了,1074043,2021-07-02 11:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 11:00
100秒看建党百年庆祝大会难忘瞬间,990111,2021-07-02 11:00
5毫米铅笔芯上裸眼微雕天安门,985109,2021-07-02 11:00
鸟巢重现香港澳门回归时刻,984466,2021-07-02 11:00
鸟巢万人高唱没有共产党就没有新中国,931112,2021-07-02 11:00
长沙灯光秀又上央视了,886676,2021-07-02 11:00
庆祝大会为何用这首歌开场,780426,2021-07-02 11:00
强军战歌太燃了,753342,2021-07-02 11:00
新疆万亩薰衣草田铺2000平米党旗,726758,2021-07-02 11:00
他看见了,10961539,2021-07-02 12:00
建党百年文艺演出,3098359,2021-07-02 12:00
以党员身份参加大会的北大学生,2526575,2021-07-02 12:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 12:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 12:00
是谁发起了五四运动,1740592,2021-07-02 12:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 12:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 12:00
何其幸运我们共睹这一天,1245645,2021-07-02 12:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 12:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 12:00
南陈北李破防了,1074043,2021-07-02 12:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 12:00
100秒看建党百年庆祝大会难忘瞬间,990111,2021-07-02 12:00
5毫米铅笔芯上裸眼微雕天安门,985109,2021-07-02 12:00
鸟巢重现香港澳门回归时刻,984466,2021-07-02 12:00
鸟巢万人高唱没有共产党就没有新中国,931112,2021-07-02 12:00
长沙灯光秀又上央视了,886676,2021-07-02 12:00
庆祝大会为何用这首歌开场,780426,2021-07-02 12:00
强军战歌太燃了,753342,2021-07-02 12:00
他看见了,10961539,2021-07-02 14:00
建党百年文艺演出,3098359,2021-07-02 14:00
以党员身份参加大会的北大学生,2526575,2021-07-02 14:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 14:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 14:00
是谁发起了五四运动,1740592,2021-07-02 14:00
唱支rap给党听,1438806,2021-07-02 14:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 14:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 14:00
何其幸运我们共睹这一天,1245645,2021-07-02 14:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 14:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 14:00
南陈北李破防了,1074043,2021-07-02 14:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 14:00
100秒看建党百年庆祝大会难忘瞬间,990111,2021-07-02 14:00
5毫米铅笔芯上裸眼微雕天安门,985109,2021-07-02 14:00
鸟巢重现香港澳门回归时刻,984466,2021-07-02 14:00
鸟巢万人高唱没有共产党就没有新中国,931112,2021-07-02 14:00
长沙灯光秀又上央视了,886676,2021-07-02 14:00
庆祝大会为何用这首歌开场,780426,2021-07-02 14:00
他看见了,10961539,2021-07-02 15:00
建党百年文艺演出,3098359,2021-07-02 15:00
以党员身份参加大会的北大学生,2526575,2021-07-02 15:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 15:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 15:00
是谁发起了五四运动,1740592,2021-07-02 15:00
唱支rap给党听,1635658,2021-07-02 15:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 15:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 15:00
何其幸运我们共睹这一天,1245645,2021-07-02 15:00
天安门广场庆祝景观保留至15日,1168287,2021-07-02 15:00
91岁老党员捐30万元特殊党费,1155125,2021-07-02 15:00
地铁接生宝宝取名千语表达谢意,1152306,2021-07-02 15:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 15:00
南方大暴雨来了,1120566,2021-07-02 15:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 15:00
南陈北李破防了,1074043,2021-07-02 15:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 15:00
100秒看建党百年庆祝大会难忘瞬间,990111,2021-07-02 15:00
5毫米铅笔芯上裸眼微雕天安门,985109,2021-07-02 15:00
他看见了,10961539,2021-07-02 16:00
建党百年文艺演出,3098359,2021-07-02 16:00
以党员身份参加大会的北大学生,2526575,2021-07-02 16:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 16:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 16:00
是谁发起了五四运动,1740592,2021-07-02 16:00
唱支rap给党听,1635658,2021-07-02 16:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 16:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 16:00
何其幸运我们共睹这一天,1245645,2021-07-02 16:00
天安门广场庆祝景观保留至15日,1168287,2021-07-02 16:00
91岁老党员捐30万元特殊党费,1155125,2021-07-02 16:00
地铁接生宝宝取名千语表达谢意,1152306,2021-07-02 16:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 16:00
南方大暴雨来了,1120566,2021-07-02 16:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 16:00
南陈北李破防了,1074043,2021-07-02 16:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 16:00
100秒看建党百年庆祝大会难忘瞬间,990111,2021-07-02 16:00
5毫米铅笔芯上裸眼微雕天安门,985109,2021-07-02 16:00
他看见了,10961539,2021-07-02 17:00
建党百年文艺演出,3098359,2021-07-02 17:00
以党员身份参加大会的北大学生,2526575,2021-07-02 17:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 17:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 17:00
是谁发起了五四运动,1740592,2021-07-02 17:00
唱支rap给党听,1635658,2021-07-02 17:00
钟南山说休舱不等于休息,1582091,2021-07-02 17:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 17:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 17:00
何其幸运我们共睹这一天,1245645,2021-07-02 17:00
天安门广场庆祝景观保留至15日,1168287,2021-07-02 17:00
91岁老党员捐30万元特殊党费,1155125,2021-07-02 17:00
地铁接生宝宝取名千语表达谢意,1152306,2021-07-02 17:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 17:00
南方大暴雨来了,1120566,2021-07-02 17:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 17:00
南陈北李破防了,1074043,2021-07-02 17:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 17:00
100秒看建党百年庆祝大会难忘瞬间,990111,2021-07-02 17:00
他看见了,10961539,2021-07-02 18:00
建党百年文艺演出,3098359,2021-07-02 18:00
以党员身份参加大会的北大学生,2526575,2021-07-02 18:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 18:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 18:00
是谁发起了五四运动,1740592,2021-07-02 18:00
唱支rap给党听,1635658,2021-07-02 18:00
钟南山说休舱不等于休息,1582091,2021-07-02 18:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 18:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 18:00
何其幸运我们共睹这一天,1245645,2021-07-02 18:00
天安门广场庆祝景观保留至15日,1168287,2021-07-02 18:00
91岁老党员捐30万元特殊党费,1155125,2021-07-02 18:00
地铁接生宝宝取名千语表达谢意,1152306,2021-07-02 18:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 18:00
南方大暴雨来了,1120566,2021-07-02 18:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 18:00
南陈北李破防了,1074043,2021-07-02 18:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 18:00
100秒看建党百年庆祝大会难忘瞬间,990111,2021-07-02 18:00
他看见了,10961539,2021-07-02 20:00
建党百年文艺演出,3098359,2021-07-02 20:00
索尼中国致歉,2835851,2021-07-02 20:00
以党员身份参加大会的北大学生,2526575,2021-07-02 20:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 20:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 20:00
是谁发起了五四运动,1740592,2021-07-02 20:00
唱支rap给党听,1635658,2021-07-02 20:00
钟南山说休舱不等于休息,1582091,2021-07-02 20:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 20:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 20:00
何其幸运我们共睹这一天,1245645,2021-07-02 20:00
天安门广场庆祝景观保留至15日,1168287,2021-07-02 20:00
91岁老党员捐30万元特殊党费,1155125,2021-07-02 20:00
地铁接生宝宝取名千语表达谢意,1152306,2021-07-02 20:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 20:00
南方大暴雨来了,1120566,2021-07-02 20:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 20:00
南陈北李破防了,1074043,2021-07-02 20:00
鸟巢文艺演出焰火超清收藏版,1025795,2021-07-02 20:00
他看见了,10961539,2021-07-02 21:00
建党百年文艺演出,3098359,2021-07-02 21:00
索尼中国致歉,2835851,2021-07-02 21:00
以党员身份参加大会的北大学生,2526575,2021-07-02 21:00
美国运动员怀孕18周参加奥运选拔,2490710,2021-07-02 21:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 21:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 21:00
是谁发起了五四运动,1740592,2021-07-02 21:00
唱支rap给党听,1635658,2021-07-02 21:00
钟南山说休舱不等于休息,1582091,2021-07-02 21:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 21:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 21:00
何其幸运我们共睹这一天,1245645,2021-07-02 21:00
天安门广场庆祝景观保留至15日,1168287,2021-07-02 21:00
91岁老党员捐30万元特殊党费,1155125,2021-07-02 21:00
地铁接生宝宝取名千语表达谢意,1152306,2021-07-02 21:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 21:00
南方大暴雨来了,1120566,2021-07-02 21:00
庆祝建党百年文艺演出开场烟花,1092180,2021-07-02 21:00
南陈北李破防了,1074043,2021-07-02 21:00
他看见了,10961539,2021-07-02 22:00
李易峰发了王一博拍的大合照,4067108,2021-07-02 22:00
建党百年文艺演出,3098359,2021-07-02 22:00
索尼中国致歉,2835851,2021-07-02 22:00
以党员身份参加大会的北大学生,2526575,2021-07-02 22:00
美国运动员怀孕18周参加奥运选拔,2490710,2021-07-02 22:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 22:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 22:00
是谁发起了五四运动,1740592,2021-07-02 22:00
唱支rap给党听,1635658,2021-07-02 22:00
钟南山说休舱不等于休息,1582091,2021-07-02 22:00
汪文斌称抹黑让新疆棉花更供不应求,1479874,2021-07-02 22:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 22:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 22:00
何其幸运我们共睹这一天,1245645,2021-07-02 22:00
他不喜欢的是你,1179462,2021-07-02 22:00
天安门广场庆祝景观保留至15日,1168287,2021-07-02 22:00
91岁老党员捐30万元特殊党费,1155125,2021-07-02 22:00
地铁接生宝宝取名千语表达谢意,1152306,2021-07-02 22:00
新疆老爷爷用魔方拼出中国共产党万岁,1144576,2021-07-02 22:00
他看见了,10961539,2021-07-02 23:00
李易峰发了王一博拍的大合照,4067108,2021-07-02 23:00
建党百年文艺演出,3098359,2021-07-02 23:00
法医秦明所在单位被记集体一等功,2866802,2021-07-02 23:00
索尼中国致歉,2835851,2021-07-02 23:00
以党员身份参加大会的北大学生,2526575,2021-07-02 23:00
美国运动员怀孕18周参加奥运选拔,2490710,2021-07-02 23:00
钟南山观看庆祝大会后深有感触,2306376,2021-07-02 23:00
毛爷爷的声音加彩色的开国大典,2295706,2021-07-02 23:00
是谁发起了五四运动,1740592,2021-07-02 23:00
司机走贵州高速被吓出恐高症,1656463,2021-07-02 23:00
唱支rap给党听,1635658,2021-07-02 23:00
钟南山说休舱不等于休息,1582091,2021-07-02 23:00
他不喜欢的是你,1531511,2021-07-02 23:00
汪文斌称抹黑让新疆棉花更供不应求,1479874,2021-07-02 23:00
东风快递用莫尔斯码祝福党百年华诞,1430047,2021-07-02 23:00
鸟巢文艺演出伟大征程,1424389,2021-07-02 23:00
何其幸运我们共睹这一天,1245645,2021-07-02 23:00
钟丽缇母女颜值,1176402,2021-07-02 23:00
天安门广场庆祝景观保留至15日,1168287,2021-07-02 23:00
法医秦明所在单位被记集体一等功,1850529,2021-07-03 00:00
金靖谈恋爱了,1504254,2021-07-03 00:00
黄雅莉已经领证了,1370980,2021-07-03 00:00
月薪8000的工作和读研该如何选择,1272413,2021-07-03 00:00
他不喜欢的是你,984972,2021-07-03 00:00
李易峰发了王一博拍的大合照,970370,2021-07-03 00:00
